year,season,area_group,length,observations
1998,A season,NMFS_AREA < 520,65,302
1998,A season,NMFS_AREA > 519,33,1
1998,A season,NMFS_AREA > 519,34,1
1998,A season,NMFS_AREA > 519,35,2
1998,A season,NMFS_AREA > 519,36,6
1998,A season,NMFS_AREA > 519,37,9
1998,A season,NMFS_AREA > 519,38,10
1998,A season,NMFS_AREA > 519,39,14
1998,A season,NMFS_AREA > 519,40,15
1998,A season,NMFS_AREA > 519,41,14
1998,A season,NMFS_AREA > 519,42,16
1998,A season,NMFS_AREA > 519,43,13
1998,A season,NMFS_AREA > 519,44,13
1998,A season,NMFS_AREA > 519,45,15
1998,A season,NMFS_AREA > 519,46,16
1998,A season,NMFS_AREA > 519,47,20
1998,A season,NMFS_AREA > 519,48,22
1998,A season,NMFS_AREA > 519,49,18
1998,A season,NMFS_AREA > 519,50,25
1998,A season,NMFS_AREA > 519,51,26
1998,A season,NMFS_AREA > 519,52,30
1998,A season,NMFS_AREA > 519,53,29
1998,A season,NMFS_AREA > 519,54,30
1998,A season,NMFS_AREA > 519,55,34
1998,A season,NMFS_AREA > 519,56,31
1998,A season,NMFS_AREA > 519,57,40
1998,A season,NMFS_AREA > 519,58,32
1998,A season,NMFS_AREA > 519,59,36
1998,A season,NMFS_AREA > 519,60,33
1998,A season,NMFS_AREA > 519,61,35
1998,A season,NMFS_AREA > 519,62,33
1998,A season,NMFS_AREA > 519,63,30
1998,A season,NMFS_AREA > 519,64,33
1998,A season,NMFS_AREA > 519,65,384
1998,B season,NMFS_AREA < 520,20,10
1998,B season,NMFS_AREA < 520,21,11
1998,B season,NMFS_AREA < 520,22,16
1998,B season,NMFS_AREA < 520,23,16
1998,B season,NMFS_AREA < 520,24,35
1998,B season,NMFS_AREA < 520,25,59
1998,B season,NMFS_AREA < 520,26,191
1998,B season,NMFS_AREA < 520,27,476
1998,B season,NMFS_AREA < 520,28,859
1998,B season,NMFS_AREA < 520,29,1154
1998,B season,NMFS_AREA < 520,30,1260
1998,B season,NMFS_AREA < 520,31,1268
1998,B season,NMFS_AREA < 520,32,1120
1998,B season,NMFS_AREA < 520,33,978
1998,B season,NMFS_AREA < 520,34,745
1998,B season,NMFS_AREA < 520,35,699
1998,B season,NMFS_AREA < 520,36,533
1998,B season,NMFS_AREA < 520,37,638
1998,B season,NMFS_AREA < 520,38,872
1998,B season,NMFS_AREA < 520,39,1375
1998,B season,NMFS_AREA < 520,40,2195
1998,B season,NMFS_AREA < 520,41,3269
1998,B season,NMFS_AREA < 520,42,4456
1998,B season,NMFS_AREA < 520,43,5603
1998,B season,NMFS_AREA < 520,44,6506
1998,B season,NMFS_AREA < 520,45,7136
1998,B season,NMFS_AREA < 520,46,7451
1998,B season,NMFS_AREA < 520,47,7509
1998,B season,NMFS_AREA < 520,48,7524
1998,B season,NMFS_AREA < 520,49,7354
1998,B season,NMFS_AREA < 520,50,7108
1998,B season,NMFS_AREA < 520,51,6906
1998,B season,NMFS_AREA < 520,52,6610
1998,B season,NMFS_AREA < 520,53,6521
1998,B season,NMFS_AREA < 520,54,6283
1998,B season,NMFS_AREA < 520,55,6018
1998,B season,NMFS_AREA < 520,56,5531
1998,B season,NMFS_AREA < 520,57,4836
1998,B season,NMFS_AREA < 520,58,3970
1998,B season,NMFS_AREA < 520,59,3141
1998,B season,NMFS_AREA < 520,60,2296
1998,B season,NMFS_AREA < 520,61,1641
1998,B season,NMFS_AREA < 520,62,1092
1998,B season,NMFS_AREA < 520,63,693
1998,B season,NMFS_AREA < 520,64,421
1998,B season,NMFS_AREA < 520,65,823
1998,B season,NMFS_AREA > 519,20,12
1998,B season,NMFS_AREA > 519,21,41
1998,B season,NMFS_AREA > 519,22,117
1998,B season,NMFS_AREA > 519,23,232
1998,B season,NMFS_AREA > 519,24,347
1998,B season,NMFS_AREA > 519,25,455
1998,B season,NMFS_AREA > 519,26,509
1998,B season,NMFS_AREA > 519,27,469
1998,B season,NMFS_AREA > 519,28,387
1998,B season,NMFS_AREA > 519,29,357
1998,B season,NMFS_AREA > 519,30,373
1998,B season,NMFS_AREA > 519,31,458
1998,B season,NMFS_AREA > 519,32,556
1998,B season,NMFS_AREA > 519,33,616
1998,B season,NMFS_AREA > 519,34,686
1998,B season,NMFS_AREA > 519,35,693
1998,B season,NMFS_AREA > 519,36,635
1998,B season,NMFS_AREA > 519,37,583
1998,B season,NMFS_AREA > 519,38,595
1998,B season,NMFS_AREA > 519,39,773
1998,B season,NMFS_AREA > 519,40,995
1998,B season,NMFS_AREA > 519,41,1294
1998,B season,NMFS_AREA > 519,42,1505
1998,B season,NMFS_AREA > 519,43,1562
1998,B season,NMFS_AREA > 519,44,1583
1998,B season,NMFS_AREA > 519,45,1544
1998,B season,NMFS_AREA > 519,46,1473
1998,B season,NMFS_AREA > 519,47,1324
1998,B season,NMFS_AREA > 519,48,1242
1998,B season,NMFS_AREA > 519,49,1056
1998,B season,NMFS_AREA > 519,50,915
1998,B season,NMFS_AREA > 519,51,774
1998,B season,NMFS_AREA > 519,52,615
1998,B season,NMFS_AREA > 519,53,530
1998,B season,NMFS_AREA > 519,54,425
1998,B season,NMFS_AREA > 519,55,317
1998,B season,NMFS_AREA > 519,56,251
1998,B season,NMFS_AREA > 519,57,191
1998,B season,NMFS_AREA > 519,58,147
1998,B season,NMFS_AREA > 519,59,97
1998,B season,NMFS_AREA > 519,60,68
1998,B season,NMFS_AREA > 519,61,55
1998,B season,NMFS_AREA > 519,62,34
1998,B season,NMFS_AREA > 519,63,26
1998,B season,NMFS_AREA > 519,64,23
1998,B season,NMFS_AREA > 519,65,87
1999,A season,NMFS_AREA < 520,20,8
1999,A season,NMFS_AREA < 520,21,16
1999,A season,NMFS_AREA < 520,22,19
1999,A season,NMFS_AREA < 520,23,26
1999,A season,NMFS_AREA < 520,24,22
1999,A season,NMFS_AREA < 520,25,26
1999,A season,NMFS_AREA < 520,26,24
1999,A season,NMFS_AREA < 520,27,21
1999,A season,NMFS_AREA < 520,28,47
1999,A season,NMFS_AREA < 520,29,66
1999,A season,NMFS_AREA < 520,30,143
1999,A season,NMFS_AREA < 520,31,284
1999,A season,NMFS_AREA < 520,32,366
1999,A season,NMFS_AREA < 520,33,423
1999,A season,NMFS_AREA < 520,34,450
1999,A season,NMFS_AREA < 520,35,453
1999,A season,NMFS_AREA < 520,36,609
1999,A season,NMFS_AREA < 520,37,826
1999,A season,NMFS_AREA < 520,38,958
1999,A season,NMFS_AREA < 520,39,1112
1999,A season,NMFS_AREA < 520,40,1466
1999,A season,NMFS_AREA < 520,41,2075
1999,A season,NMFS_AREA < 520,42,2876
1999,A season,NMFS_AREA < 520,43,3496
1999,A season,NMFS_AREA < 520,44,3815
1999,A season,NMFS_AREA < 520,45,3970
1999,A season,NMFS_AREA < 520,46,3737
1999,A season,NMFS_AREA < 520,47,3414
1999,A season,NMFS_AREA < 520,48,2910
1999,A season,NMFS_AREA < 520,49,2417
1999,A season,NMFS_AREA < 520,50,1992
1999,A season,NMFS_AREA < 520,51,1593
1999,A season,NMFS_AREA < 520,52,1279
1999,A season,NMFS_AREA < 520,53,977
1999,A season,NMFS_AREA < 520,54,757
1999,A season,NMFS_AREA < 520,55,670
1999,A season,NMFS_AREA < 520,56,497
1999,A season,NMFS_AREA < 520,57,390
1999,A season,NMFS_AREA < 520,58,324
1999,A season,NMFS_AREA < 520,59,253
1999,A season,NMFS_AREA < 520,60,166
1999,A season,NMFS_AREA < 520,61,136
1999,A season,NMFS_AREA < 520,62,94
1999,A season,NMFS_AREA < 520,63,75
1999,A season,NMFS_AREA < 520,64,52
1999,A season,NMFS_AREA < 520,65,185
1999,A season,NMFS_AREA > 519,37,1
1999,A season,NMFS_AREA > 519,38,2
1999,A season,NMFS_AREA > 519,39,1
1999,A season,NMFS_AREA > 519,40,8
1999,A season,NMFS_AREA > 519,41,4
1999,A season,NMFS_AREA > 519,42,13
1999,A season,NMFS_AREA > 519,43,20
1999,A season,NMFS_AREA > 519,44,25
1999,A season,NMFS_AREA > 519,45,32
1999,A season,NMFS_AREA > 519,46,36
1999,A season,NMFS_AREA > 519,47,35
1999,A season,NMFS_AREA > 519,48,30
1999,A season,NMFS_AREA > 519,49,33
1999,A season,NMFS_AREA > 519,50,38
1999,A season,NMFS_AREA > 519,51,45
1999,A season,NMFS_AREA > 519,52,36
1999,A season,NMFS_AREA > 519,53,38
1999,A season,NMFS_AREA > 519,54,30
1999,A season,NMFS_AREA > 519,55,29
1999,A season,NMFS_AREA > 519,56,42
1999,A season,NMFS_AREA > 519,57,24
1999,A season,NMFS_AREA > 519,58,24
1999,A season,NMFS_AREA > 519,59,20
1999,A season,NMFS_AREA > 519,60,15
1999,A season,NMFS_AREA > 519,61,14
1999,A season,NMFS_AREA > 519,62,18
1999,A season,NMFS_AREA > 519,63,11
1999,A season,NMFS_AREA > 519,64,18
1999,A season,NMFS_AREA > 519,65,124
1999,B season,NMFS_AREA < 520,22,2
1999,B season,NMFS_AREA < 520,23,3
1999,B season,NMFS_AREA < 520,24,2
1999,B season,NMFS_AREA < 520,25,7
1999,B season,NMFS_AREA < 520,26,33
1999,B season,NMFS_AREA < 520,27,32
1999,B season,NMFS_AREA < 520,28,69
1999,B season,NMFS_AREA < 520,29,113
1999,B season,NMFS_AREA < 520,30,130
1999,B season,NMFS_AREA < 520,31,164
1999,B season,NMFS_AREA < 520,32,183
1999,B season,NMFS_AREA < 520,33,279
1999,B season,NMFS_AREA < 520,34,503
1999,B season,NMFS_AREA < 520,35,1001
1999,B season,NMFS_AREA < 520,36,1701
1999,B season,NMFS_AREA < 520,37,2447
1999,B season,NMFS_AREA < 520,38,2962
1999,B season,NMFS_AREA < 520,39,3260
1999,B season,NMFS_AREA < 520,40,3269
1999,B season,NMFS_AREA < 520,41,3024
1999,B season,NMFS_AREA < 520,42,2788
1999,B season,NMFS_AREA < 520,43,2480
1999,B season,NMFS_AREA < 520,44,2359
1999,B season,NMFS_AREA < 520,45,2291
1999,B season,NMFS_AREA < 520,46,2349
1999,B season,NMFS_AREA < 520,47,2411
1999,B season,NMFS_AREA < 520,48,2364
1999,B season,NMFS_AREA < 520,49,2132
1999,B season,NMFS_AREA < 520,50,1934
1999,B season,NMFS_AREA < 520,51,1644
1999,B season,NMFS_AREA < 520,52,1389
1999,B season,NMFS_AREA < 520,53,1211
1999,B season,NMFS_AREA < 520,54,994
1999,B season,NMFS_AREA < 520,55,872
1999,B season,NMFS_AREA < 520,56,695
1999,B season,NMFS_AREA < 520,57,633
1999,B season,NMFS_AREA < 520,58,496
1999,B season,NMFS_AREA < 520,59,417
1999,B season,NMFS_AREA < 520,60,295
1999,B season,NMFS_AREA < 520,61,207
1999,B season,NMFS_AREA < 520,62,128
1999,B season,NMFS_AREA < 520,63,91
1999,B season,NMFS_AREA < 520,64,65
1999,B season,NMFS_AREA < 520,65,147
1999,B season,NMFS_AREA > 519,20,14
1999,B season,NMFS_AREA > 519,21,16
1999,B season,NMFS_AREA > 519,22,21
1999,B season,NMFS_AREA > 519,23,29
1999,B season,NMFS_AREA > 519,24,38
1999,B season,NMFS_AREA > 519,25,41
1999,B season,NMFS_AREA > 519,26,67
1999,B season,NMFS_AREA > 519,27,90
1999,B season,NMFS_AREA > 519,28,110
1999,B season,NMFS_AREA > 519,29,135
1999,B season,NMFS_AREA > 519,30,198
1999,B season,NMFS_AREA > 519,31,264
1999,B season,NMFS_AREA > 519,32,315
1999,B season,NMFS_AREA > 519,33,475
1999,B season,NMFS_AREA > 519,34,558
1999,B season,NMFS_AREA > 519,35,754
1999,B season,NMFS_AREA > 519,36,826
1999,B season,NMFS_AREA > 519,37,940
1999,B season,NMFS_AREA > 519,38,1038
1999,B season,NMFS_AREA > 519,39,1221
1999,B season,NMFS_AREA > 519,40,1339
1999,B season,NMFS_AREA > 519,41,1359
1999,B season,NMFS_AREA > 519,42,1359
1999,B season,NMFS_AREA > 519,43,1379
1999,B season,NMFS_AREA > 519,44,1560
1999,B season,NMFS_AREA > 519,45,1659
1999,B season,NMFS_AREA > 519,46,1666
1999,B season,NMFS_AREA > 519,47,1537
1999,B season,NMFS_AREA > 519,48,1326
1999,B season,NMFS_AREA > 519,49,1082
1999,B season,NMFS_AREA > 519,50,838
1999,B season,NMFS_AREA > 519,51,640
1999,B season,NMFS_AREA > 519,52,425
1999,B season,NMFS_AREA > 519,53,296
1999,B season,NMFS_AREA > 519,54,216
1999,B season,NMFS_AREA > 519,55,161
1999,B season,NMFS_AREA > 519,56,124
1999,B season,NMFS_AREA > 519,57,91
1999,B season,NMFS_AREA > 519,58,54
1999,B season,NMFS_AREA > 519,59,45
1999,B season,NMFS_AREA > 519,60,34
1999,B season,NMFS_AREA > 519,61,30
1999,B season,NMFS_AREA > 519,62,17
1999,B season,NMFS_AREA > 519,63,16
1999,B season,NMFS_AREA > 519,64,13
1999,B season,NMFS_AREA > 519,65,41
2000,A season,NMFS_AREA < 520,20,13
2000,A season,NMFS_AREA < 520,21,17
2000,A season,NMFS_AREA < 520,22,14
2000,A season,NMFS_AREA < 520,23,21
2000,A season,NMFS_AREA < 520,24,21
2000,A season,NMFS_AREA < 520,25,15
2000,A season,NMFS_AREA < 520,26,15
2000,A season,NMFS_AREA < 520,27,25
2000,A season,NMFS_AREA < 520,28,40
2000,A season,NMFS_AREA < 520,29,84
2000,A season,NMFS_AREA < 520,30,141
2000,A season,NMFS_AREA < 520,31,243
2000,A season,NMFS_AREA < 520,32,309
2000,A season,NMFS_AREA < 520,33,369
2000,A season,NMFS_AREA < 520,34,388
2000,A season,NMFS_AREA < 520,35,443
2000,A season,NMFS_AREA < 520,36,702
2000,A season,NMFS_AREA < 520,37,1210
2000,A season,NMFS_AREA < 520,38,1890
2000,A season,NMFS_AREA < 520,39,2690
2000,A season,NMFS_AREA < 520,40,3377
2000,A season,NMFS_AREA < 520,41,3968
2000,A season,NMFS_AREA < 520,42,4410
2000,A season,NMFS_AREA < 520,43,4947
2000,A season,NMFS_AREA < 520,44,5493
2000,A season,NMFS_AREA < 520,45,6081
2000,A season,NMFS_AREA < 520,46,6393
2000,A season,NMFS_AREA < 520,47,6313
2000,A season,NMFS_AREA < 520,48,5694
2000,A season,NMFS_AREA < 520,49,4965
2000,A season,NMFS_AREA < 520,50,4012
2000,A season,NMFS_AREA < 520,51,3229
2000,A season,NMFS_AREA < 520,52,2524
2000,A season,NMFS_AREA < 520,53,2016
2000,A season,NMFS_AREA < 520,54,1690
2000,A season,NMFS_AREA < 520,55,1263
2000,A season,NMFS_AREA < 520,56,1094
2000,A season,NMFS_AREA < 520,57,878
2000,A season,NMFS_AREA < 520,58,706
2000,A season,NMFS_AREA < 520,59,560
2000,A season,NMFS_AREA < 520,60,449
2000,A season,NMFS_AREA < 520,61,346
2000,A season,NMFS_AREA < 520,62,273
2000,A season,NMFS_AREA < 520,63,227
2000,A season,NMFS_AREA < 520,64,161
2000,A season,NMFS_AREA < 520,65,687
2000,A season,NMFS_AREA > 519,21,1
2000,A season,NMFS_AREA > 519,23,1
2000,A season,NMFS_AREA > 519,24,5
2000,A season,NMFS_AREA > 519,25,5
2000,A season,NMFS_AREA > 519,26,3
2000,A season,NMFS_AREA > 519,27,9
2000,A season,NMFS_AREA > 519,28,9
2000,A season,NMFS_AREA > 519,29,11
2000,A season,NMFS_AREA > 519,30,20
2000,A season,NMFS_AREA > 519,31,35
2000,A season,NMFS_AREA > 519,32,49
2000,A season,NMFS_AREA > 519,33,67
2000,A season,NMFS_AREA > 519,34,85
2000,A season,NMFS_AREA > 519,35,100
2000,A season,NMFS_AREA > 519,36,149
2000,A season,NMFS_AREA > 519,37,194
2000,A season,NMFS_AREA > 519,38,234
2000,A season,NMFS_AREA > 519,39,235
2000,A season,NMFS_AREA > 519,40,253
2000,A season,NMFS_AREA > 519,41,276
2000,A season,NMFS_AREA > 519,42,259
2000,A season,NMFS_AREA > 519,43,234
2000,A season,NMFS_AREA > 519,44,203
2000,A season,NMFS_AREA > 519,45,190
2000,A season,NMFS_AREA > 519,46,216
2000,A season,NMFS_AREA > 519,47,212
2000,A season,NMFS_AREA > 519,48,204
2000,A season,NMFS_AREA > 519,49,160
2000,A season,NMFS_AREA > 519,50,130
2000,A season,NMFS_AREA > 519,51,120
2000,A season,NMFS_AREA > 519,52,99
2000,A season,NMFS_AREA > 519,53,75
2000,A season,NMFS_AREA > 519,54,82
2000,A season,NMFS_AREA > 519,55,63
2000,A season,NMFS_AREA > 519,56,50
2000,A season,NMFS_AREA > 519,57,39
2000,A season,NMFS_AREA > 519,58,40
2000,A season,NMFS_AREA > 519,59,26
2000,A season,NMFS_AREA > 519,60,24
2000,A season,NMFS_AREA > 519,61,23
2000,A season,NMFS_AREA > 519,62,18
2000,A season,NMFS_AREA > 519,63,18
2000,A season,NMFS_AREA > 519,64,9
2000,A season,NMFS_AREA > 519,65,34
2000,B season,NMFS_AREA < 520,20,10
2000,B season,NMFS_AREA < 520,21,11
2000,B season,NMFS_AREA < 520,22,6
2000,B season,NMFS_AREA < 520,23,9
2000,B season,NMFS_AREA < 520,24,15
2000,B season,NMFS_AREA < 520,25,9
2000,B season,NMFS_AREA < 520,26,23
2000,B season,NMFS_AREA < 520,27,14
2000,B season,NMFS_AREA < 520,28,27
2000,B season,NMFS_AREA < 520,29,38
2000,B season,NMFS_AREA < 520,30,44
2000,B season,NMFS_AREA < 520,31,65
2000,B season,NMFS_AREA < 520,32,74
2000,B season,NMFS_AREA < 520,33,111
2000,B season,NMFS_AREA < 520,34,115
2000,B season,NMFS_AREA < 520,35,170
2000,B season,NMFS_AREA < 520,36,262
2000,B season,NMFS_AREA < 520,37,374
2000,B season,NMFS_AREA < 520,38,562
2000,B season,NMFS_AREA < 520,39,862
2000,B season,NMFS_AREA < 520,40,1301
2000,B season,NMFS_AREA < 520,41,2084
2000,B season,NMFS_AREA < 520,42,2973
2000,B season,NMFS_AREA < 520,43,4315
2000,B season,NMFS_AREA < 520,44,5385
2000,B season,NMFS_AREA < 520,45,6223
2000,B season,NMFS_AREA < 520,46,6385
2000,B season,NMFS_AREA < 520,47,6190
2000,B season,NMFS_AREA < 520,48,5744
2000,B season,NMFS_AREA < 520,49,5112
2000,B season,NMFS_AREA < 520,50,4383
2000,B season,NMFS_AREA < 520,51,3673
2000,B season,NMFS_AREA < 520,52,2984
2000,B season,NMFS_AREA < 520,53,2323
2000,B season,NMFS_AREA < 520,54,1783
2000,B season,NMFS_AREA < 520,55,1398
2000,B season,NMFS_AREA < 520,56,1028
2000,B season,NMFS_AREA < 520,57,820
2000,B season,NMFS_AREA < 520,58,576
2000,B season,NMFS_AREA < 520,59,456
2000,B season,NMFS_AREA < 520,60,326
2000,B season,NMFS_AREA < 520,61,248
2000,B season,NMFS_AREA < 520,62,168
2000,B season,NMFS_AREA < 520,63,128
2000,B season,NMFS_AREA < 520,64,83
2000,B season,NMFS_AREA < 520,65,206
2000,B season,NMFS_AREA > 519,20,12
2000,B season,NMFS_AREA > 519,21,19
2000,B season,NMFS_AREA > 519,22,18
2000,B season,NMFS_AREA > 519,23,35
2000,B season,NMFS_AREA > 519,24,58
2000,B season,NMFS_AREA > 519,25,108
2000,B season,NMFS_AREA > 519,26,195
2000,B season,NMFS_AREA > 519,27,278
2000,B season,NMFS_AREA > 519,28,401
2000,B season,NMFS_AREA > 519,29,517
2000,B season,NMFS_AREA > 519,30,539
2000,B season,NMFS_AREA > 519,31,536
2000,B season,NMFS_AREA > 519,32,607
2000,B season,NMFS_AREA > 519,33,763
2000,B season,NMFS_AREA > 519,34,923
2000,B season,NMFS_AREA > 519,35,1265
2000,B season,NMFS_AREA > 519,36,1735
2000,B season,NMFS_AREA > 519,37,2351
2000,B season,NMFS_AREA > 519,38,2976
2000,B season,NMFS_AREA > 519,39,3423
2000,B season,NMFS_AREA > 519,40,3864
2000,B season,NMFS_AREA > 519,41,4099
2000,B season,NMFS_AREA > 519,42,4244
2000,B season,NMFS_AREA > 519,43,4169
2000,B season,NMFS_AREA > 519,44,3928
2000,B season,NMFS_AREA > 519,45,3490
2000,B season,NMFS_AREA > 519,46,2958
2000,B season,NMFS_AREA > 519,47,2411
2000,B season,NMFS_AREA > 519,48,1997
2000,B season,NMFS_AREA > 519,49,1564
2000,B season,NMFS_AREA > 519,50,1193
2000,B season,NMFS_AREA > 519,51,867
2000,B season,NMFS_AREA > 519,52,647
2000,B season,NMFS_AREA > 519,53,415
2000,B season,NMFS_AREA > 519,54,308
2000,B season,NMFS_AREA > 519,55,218
2000,B season,NMFS_AREA > 519,56,151
2000,B season,NMFS_AREA > 519,57,99
2000,B season,NMFS_AREA > 519,58,77
2000,B season,NMFS_AREA > 519,59,62
2000,B season,NMFS_AREA > 519,60,37
2000,B season,NMFS_AREA > 519,61,31
2000,B season,NMFS_AREA > 519,62,12
2000,B season,NMFS_AREA > 519,63,14
2000,B season,NMFS_AREA > 519,64,10
2000,B season,NMFS_AREA > 519,65,36
2001,A season,NMFS_AREA < 520,20,15
2001,A season,NMFS_AREA < 520,21,21
2001,A season,NMFS_AREA < 520,22,35
2001,A season,NMFS_AREA < 520,23,37
2001,A season,NMFS_AREA < 520,24,49
2001,A season,NMFS_AREA < 520,25,40
2001,A season,NMFS_AREA < 520,26,37
2001,A season,NMFS_AREA < 520,27,46
2001,A season,NMFS_AREA < 520,28,44
2001,A season,NMFS_AREA < 520,29,54
2001,A season,NMFS_AREA < 520,30,60
2001,A season,NMFS_AREA < 520,31,60
2001,A season,NMFS_AREA < 520,32,80
2001,A season,NMFS_AREA < 520,33,140
2001,A season,NMFS_AREA < 520,34,227
2001,A season,NMFS_AREA < 520,35,363
2001,A season,NMFS_AREA < 520,36,670
2001,A season,NMFS_AREA < 520,37,1062
2001,A season,NMFS_AREA < 520,38,1779
2001,A season,NMFS_AREA < 520,39,2750
2001,A season,NMFS_AREA < 520,40,3644
2001,A season,NMFS_AREA < 520,41,4357
2001,A season,NMFS_AREA < 520,42,4833
2001,A season,NMFS_AREA < 520,43,5267
2001,A season,NMFS_AREA < 520,44,5598
2001,A season,NMFS_AREA < 520,45,5951
2001,A season,NMFS_AREA < 520,46,6235
2001,A season,NMFS_AREA < 520,47,6292
2001,A season,NMFS_AREA < 520,48,6088
2001,A season,NMFS_AREA < 520,49,5586
2001,A season,NMFS_AREA < 520,50,4943
2001,A season,NMFS_AREA < 520,51,4160
2001,A season,NMFS_AREA < 520,52,3449
2001,A season,NMFS_AREA < 520,53,2659
2001,A season,NMFS_AREA < 520,54,2088
2001,A season,NMFS_AREA < 520,55,1653
2001,A season,NMFS_AREA < 520,56,1335
2001,A season,NMFS_AREA < 520,57,1023
2001,A season,NMFS_AREA < 520,58,810
2001,A season,NMFS_AREA < 520,59,667
2001,A season,NMFS_AREA < 520,60,518
2001,A season,NMFS_AREA < 520,61,411
2001,A season,NMFS_AREA < 520,62,307
2001,A season,NMFS_AREA < 520,63,237
2001,A season,NMFS_AREA < 520,64,162
2001,A season,NMFS_AREA < 520,65,436
2001,A season,NMFS_AREA > 519,20,6
2001,A season,NMFS_AREA > 519,21,7
2001,A season,NMFS_AREA > 519,22,7
2001,A season,NMFS_AREA > 519,23,4
2001,A season,NMFS_AREA > 519,24,6
2001,A season,NMFS_AREA > 519,25,7
2001,A season,NMFS_AREA > 519,26,14
2001,A season,NMFS_AREA > 519,27,15
2001,A season,NMFS_AREA > 519,28,20
2001,A season,NMFS_AREA > 519,29,35
2001,A season,NMFS_AREA > 519,30,84
2001,A season,NMFS_AREA > 519,31,175
2001,A season,NMFS_AREA > 519,32,246
2001,A season,NMFS_AREA > 519,33,339
2001,A season,NMFS_AREA > 519,34,514
2001,A season,NMFS_AREA > 519,35,658
2001,A season,NMFS_AREA > 519,36,834
2001,A season,NMFS_AREA > 519,37,1044
2001,A season,NMFS_AREA > 519,38,1295
2001,A season,NMFS_AREA > 519,39,1472
2001,A season,NMFS_AREA > 519,40,1585
2001,A season,NMFS_AREA > 519,41,1555
2001,A season,NMFS_AREA > 519,42,1433
2001,A season,NMFS_AREA > 519,43,1312
2001,A season,NMFS_AREA > 519,44,1179
2001,A season,NMFS_AREA > 519,45,1197
2001,A season,NMFS_AREA > 519,46,1157
2001,A season,NMFS_AREA > 519,47,1111
2001,A season,NMFS_AREA > 519,48,1060
2001,A season,NMFS_AREA > 519,49,1019
2001,A season,NMFS_AREA > 519,50,905
2001,A season,NMFS_AREA > 519,51,758
2001,A season,NMFS_AREA > 519,52,675
2001,A season,NMFS_AREA > 519,53,541
2001,A season,NMFS_AREA > 519,54,428
2001,A season,NMFS_AREA > 519,55,335
2001,A season,NMFS_AREA > 519,56,255
2001,A season,NMFS_AREA > 519,57,206
2001,A season,NMFS_AREA > 519,58,189
2001,A season,NMFS_AREA > 519,59,137
2001,A season,NMFS_AREA > 519,60,106
2001,A season,NMFS_AREA > 519,61,78
2001,A season,NMFS_AREA > 519,62,72
2001,A season,NMFS_AREA > 519,63,63
2001,A season,NMFS_AREA > 519,64,55
2001,A season,NMFS_AREA > 519,65,174
2001,B season,NMFS_AREA < 520,20,21
2001,B season,NMFS_AREA < 520,21,25
2001,B season,NMFS_AREA < 520,22,21
2001,B season,NMFS_AREA < 520,23,16
2001,B season,NMFS_AREA < 520,24,10
2001,B season,NMFS_AREA < 520,25,14
2001,B season,NMFS_AREA < 520,26,13
2001,B season,NMFS_AREA < 520,27,18
2001,B season,NMFS_AREA < 520,28,32
2001,B season,NMFS_AREA < 520,29,28
2001,B season,NMFS_AREA < 520,30,37
2001,B season,NMFS_AREA < 520,31,52
2001,B season,NMFS_AREA < 520,32,54
2001,B season,NMFS_AREA < 520,33,61
2001,B season,NMFS_AREA < 520,34,54
2001,B season,NMFS_AREA < 520,35,87
2001,B season,NMFS_AREA < 520,36,109
2001,B season,NMFS_AREA < 520,37,141
2001,B season,NMFS_AREA < 520,38,179
2001,B season,NMFS_AREA < 520,39,292
2001,B season,NMFS_AREA < 520,40,419
2001,B season,NMFS_AREA < 520,41,735
2001,B season,NMFS_AREA < 520,42,1186
2001,B season,NMFS_AREA < 520,43,1735
2001,B season,NMFS_AREA < 520,44,2510
2001,B season,NMFS_AREA < 520,45,3282
2001,B season,NMFS_AREA < 520,46,3991
2001,B season,NMFS_AREA < 520,47,4561
2001,B season,NMFS_AREA < 520,48,5063
2001,B season,NMFS_AREA < 520,49,5591
2001,B season,NMFS_AREA < 520,50,5726
2001,B season,NMFS_AREA < 520,51,5668
2001,B season,NMFS_AREA < 520,52,5286
2001,B season,NMFS_AREA < 520,53,4770
2001,B season,NMFS_AREA < 520,54,4093
2001,B season,NMFS_AREA < 520,55,3465
2001,B season,NMFS_AREA < 520,56,2833
2001,B season,NMFS_AREA < 520,57,2474
2001,B season,NMFS_AREA < 520,58,2008
2001,B season,NMFS_AREA < 520,59,1571
2001,B season,NMFS_AREA < 520,60,1212
2001,B season,NMFS_AREA < 520,61,963
2001,B season,NMFS_AREA < 520,62,766
2001,B season,NMFS_AREA < 520,63,533
2001,B season,NMFS_AREA < 520,64,343
2001,B season,NMFS_AREA < 520,65,665
2001,B season,NMFS_AREA > 519,20,7
2001,B season,NMFS_AREA > 519,21,15
2001,B season,NMFS_AREA > 519,22,30
2001,B season,NMFS_AREA > 519,23,35
2001,B season,NMFS_AREA > 519,24,62
2001,B season,NMFS_AREA > 519,25,84
2001,B season,NMFS_AREA > 519,26,136
2001,B season,NMFS_AREA > 519,27,134
2001,B season,NMFS_AREA > 519,28,153
2001,B season,NMFS_AREA > 519,29,139
2001,B season,NMFS_AREA > 519,30,171
2001,B season,NMFS_AREA > 519,31,261
2001,B season,NMFS_AREA > 519,32,408
2001,B season,NMFS_AREA > 519,33,638
2001,B season,NMFS_AREA > 519,34,879
2001,B season,NMFS_AREA > 519,35,1027
